Departement,arrondissement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Nord Est,Ouanaminthe,Ouanaminthe,6e-Savane-Au-Lait,Disp. Savane au Lait,Dispensaire,Public,421605,,,,
Nord Est,Ouanaminthe,Ouanaminthe,3e-Savane-Longue,Disp. Savane Longue,Dispensaire,Public,421306,,,,
Nord Est,Ouanaminthe,Ouanaminthe,5e Gens de Nantes,Disp. de Gens de Nantes,Dispensaire,Privé à but lucratif,421503,41203,,,
Nord Est,Ouanaminthe,Capotille,1ère-Capotille,Disp. de Capotille,CAL,Public,422101,42201,,19.4475,-71.6982
Nord Est,Ouanaminthe,Capotille,2ème-Lamine,Disp. Lamine,Dispensaire,Public,422202,,,,
Nord Est,Ouanaminthe,Mont-Organisé,2ème-Bois-Poux,CAL de Mont Organisé,CAL,Public,423201,42301,CDS,19.4104,-71.7848
Nord Est,Ouanaminthe,Mont-Organisé,1ere Savanette,Savanette,Dispensaire,Public,423102,,,,
Nord Est,Trou-du-Nord,Trou-du-Nord,2ème-Roucou,Disp. de Pilette,Dispensaire,Mixte,431203,,,,
Nord Est,Trou-du-Nord,Trou-du-Nord,2ème-Roucou,CDI de Trou du Nord,Hôpital,Public,431201,43101,CDS,19.6127,-72.0269
Nord Est,Trou-du-Nord,Trou-du-Nord,3ème-Roche Plate,Disp. de Roche Plate,Dispensaire,Public,431302,43102,,19.5561,-71.9756
Nord Est,Trou-du-Nord,Trou-du-Nord,2ème-Roucou,Leroux Cachiman,Dispensaire,Public,431204,,,,
Nord Est,Trou-du-Nord,Sainte-Suzanne,1ère-Foulon,Disp. de Sainte Suzanne,Dispensaire,Public,432101,43201,URC,19.5842,-72.0883
Nord Est,Trou-du-Nord,Sainte-Suzanne,6ème-Fond-Bleu,Disp. de Dupity,Dispensaire,Mixte,432602,43202,,19.4743,-72.0481
Nord Est,Trou-du-Nord,Terrier-Rouge,2ème-Grand-Bassin,CSL Bethesda,CAL,Privé à but lucratif,433202,,,,
Nord Est,Trou-du-Nord,Terrier-Rouge,1ère-Fond-Blanc,CSL de Terrier Rouge,CSL,Mixte,433101,43301,CDS,19.6369,-71.9534
Nord Est,Trou-du-Nord,Terrier-Rouge,1ère-Fond-Blanc,Disp. de Phaéton,Dispensaire,Public,433103,43303,,19.6765,-71.8953
Nord Est,Trou-du-Nord,Terrier-Rouge,2ème-Grand-Bassin,Disp. de Danda,Dispensaire,Privé à but lucratif,433204,43304,,19.5596,-71.8856
Nord Est,Trou-du-Nord,Terrier-Rouge,1ère-Fond-Blanc,Clinique Espérance et Vie,CSL,Privé à but lucratif,433105,,,,
Nord Est,Trou-du-Nord,Terrier-Rouge,2ème-Grand-Bassin,ND de Lourdes,CSL,Mixte,433206,,,,
Nord Est,Trou-du-Nord,Caracol,2ème-Glaudine,Disp. de Jacquezyl,CSL,Mixte,434201,43103,SSQH,19.68,-71.99
Nord Est,Trou-du-Nord,Caracol,1ère-Champin,Disp. de Caracol,CSL,Mixte,434102,43402,,19.6924,-72.0181
Nord Est,Trou-du-Nord,Caracol,1ère-Champin,CS Sainte Elizabeth,CSL,Mixte,434103,,,,
Nord Est,Vallières,Vallières,1ère-Trois-Palmistes,Disp. de Vallières,Dispensaire,Public,441101,44101,,19.4351,-71.9207
Nord Est,Vallières,Vallières,2ème-Grosse-Roche,Disp. de Grosse Roche,Dispensaire,Public,441202,44102,,19.4753,-71.9983
Nord Est,Vallières,Carice,1ère-Bois-Gamelle,Disp. de Carice,CAL,Public,442101,44201,,19.3777,-71.8365
Nord Est,Vallières,Carice,1ère-Bois-Gamelle,Disp. Ste Hélène de Carice,CSL,Privé à but non lucratif,442102,44202,,19.3785,-71.83
Nord Est,Vallières,Carice,2ème Rose Bonite,Rose Bonite,Dispensaire,Public,442203,,,,
Nord Est,Vallières,Mombin-Crochu,2ème-Bois-Laurence,Disp. de Bois de Laurence,CAL,Public,443201,44301,,19.3307,-71.8606
Nord Est,Vallières,Mombin-Crochu,1ère-Sans-Souci,CAL de Mombin Crochu,CAL,Public,443102,44302,CDS,19.3686,-71.9852
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,Trois Rivières,CSL,Public,911301,91101,,19.9363,-72.8422
Nord Ouest,Port-de-Paix,Port-de-Paix,4ème-Mahotière,Beauchamp,Dispensaire,Public,911406,91106,,19.8076,-72.9823
Nord Ouest,Port-de-Paix,Port-de-Paix,4ème-Mahotière,Caluc,Dispensaire,Public,911408,91108,,19.7522,-72.931
Nord Ouest,Port-de-Paix,Port-de-Paix,4ème-Mahotière,Pilette,Dispensaire,Public,911410,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,Fatima Chalet,Dispensaire,Public,911312,91112,,19.9453,-72.821
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,La Croix St Joseph,Dispensaire,Privé à but lucratif,911313,91113,,19.9054,-72.793
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,Antenne Santé,CSL,Mixte,911316,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,2ème-La-Pointe,Dolciné,Dispensaire,Public,911217,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,FOSREF Lakay (NF),CSL,Privé à but non lucratif,911320,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,8e-Bas-des-Moustiques,CS Médical de Passe Catabois,CAL,Privé à but lucratif,911821,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,6ème-La-Corne,Dispensaire Decide,Dispensaire,Public,911624,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,6ème-La-Corne,Disp.  de Desmarreaux,Dispensaire,Public,911622,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,Immaculée Conception,HD,Public,911300,91100,UGP MSPP,19.9356,-72.8319
Nord Ouest,Port-de-Paix,Port-de-Paix,5e-Bas-des-Moustiques,Poste Métier,Dispensaire,Public,911503,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,5e-Bas-des-Moustiques,Baie des Moustiques,Dispensaire,Public,911504,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,5e-Bas-des-Moustiques,Passe Catabois,Dispensaire,Public,911505,91105,,19.8222,-72.9393
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,Soleil,Dispensaire,Privé à but lucratif,911309,91109,,19.9461,-72.8235
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,Fatima la Coupe,Dispensaire,Privé à but lucratif,911311,91111,,19.9288,-72.8235
Nord Ouest,Port-de-Paix,Port-de-Paix,1ère-Baudin,Beraca,Hopital,Privé à but non lucratif,911114,91114,URC,19.9443,-72.7747
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,Dispensaire Monfort,Dispensaire,Privé à but non lucratif,911315,,,,
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème-Aubert,FOSREF Jeune,CSL,Privé à but non lucratif,911319,91109,,19.9461,-72.8235
Nord Ouest,Port-de-Paix,Port-de-Paix,6ème Bas-des-Moustiques,Foison,Dispensaire,Privé à but lucratif,911607,91107,,19.7774,-72.9033
Nord Ouest,Port-de-Paix,Port-de-Paix,3ème Aubert,CS Communale de l’Étoile (NF),CSL,Public,911323,,,,
Nord Ouest,Port-de-Paix,La Tortue,1e-Pointe-des-Oiseaux,HNDP (La Tortue),HCR,Mixte,911101,91120,JHPIEGO,19.95,-73.76
Nord Ouest,Port-de-Paix,La Tortue,1e-Pointe-des-Oiseaux,Aux Plaines,Dispensaire,Mixte,912107,91202,,20.0058,-72.6644
Nord Ouest,Port-de-Paix,La Tortue,2ème-Mare-Rouge,La Vallée,Dispensaire,Public,912201,91203,,20.0335,-72.8681
Nord Ouest,Port-de-Paix,La Tortue,2ème-Mare-Rouge,Montry/Méance,Dispensaire,Mixte,912202,91205,,20.0398,-72.8297
Nord Ouest,Port-de-Paix,La Tortue,2ème-Mare-Rouge,Mare Rouge 1,Dispensaire,Privé à but non lucratif,912203,91204,,20.0324,-72.7856
Nord Ouest,Port-de-Paix,La Tortue,2ème-Mare-Rouge,Marie Curie,CAL,Mixte,912204,,,,
Nord Ouest,Port-de-Paix,La Tortue,2ème-Mare-Rouge,CS Harry Bordes,CSL,Privé à but lucratif,912206,,,,
Nord Ouest,Port-de-Paix,Bassin-Bleu,1ère-La-Plate,Hôp Bon Samaritain (HBBS),Hôpital,Public,913101,91301,,19.7826,-72.7971
Nord Ouest,Port-De-Paix,Bassin-Bleu,2e Carreau-Datty,La Brousse,Dispensaire,Public,913201,,,,
Nord Ouest,Port-de-Paix,Bassin-Bleu,3e-Haut-des-Moustiques,Haut Moustique,Dispensaire,Public,913303,91303,,19.7429,-72.8757
Nord Ouest,Port-de-Paix,Bassin-Bleu,1ère La Plate,Disp. La Providence de Dugas,Dispensaire,Public,913104,,,,
Nord Ouest,Port-de-Paix,Chansolme,1ère-Chansolme,Chansolme,CAL,Public,914101,91401,,19.875,-72.8344
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,2ème-Derouvray,HCAH,CAL,Public,921202,92102,,19.93,-72.73
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,6ème-Lafague,Chamoise,Dispensaire,Mixte,921605,92105,,19.8285,-72.6871
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,6ème-Lafague,Glacis,Dispensaire,Privé à but non lucratif,921606,92106,,19.8495,-72.7132
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,4e-Rivière-des-Barres,Jean Clair,Dispensaire,Privé à but non lucratif,921408,92108,,19.8475,-72.6882
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,4e-Rivière-des-Barres,Zabricot,Dispensaire,Public,921412,92112,,19.9119,-72.6976
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,2ème-Derouvray,Centre de santé Medi Care (NF),CAL,Privé à but lucratif,921214,,,,
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,5ème-Bonneau,Bonneau,CAL,Mixte,921501,92101,,19.906,-72.6553
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,2ème-Derouvray,NWCM,CAL,Privé à but lucratif,921203,92103,,19.9315,-72.7205
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,3ème-des-Granges,Desgranges,Dispensaire,Public,921304,92104,,19.9248,-72.7078
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,3ème-des-Granges,La Perrière,Dispensaire,Mixte,921307,92107,,19.8722,-72.7367
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,4e-Rivière-des-Barres,Gaspard,Dispensaire,Privé à but non lucratif,921409,92109,,19.8708,-72.6834
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,5ème-Bonneau,Chaineau (NF),Dispensaire,Privé à but non lucratif,921510,92110,,19.8848,-72.6736
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,1e-Rivière-des-Nègres,Guichard (St-Louis-du-Nord),Dispensaire,Privé à but non lucratif,921113,92113,,19.9186,-72.7477
Nord Ouest,St-Louis-du-Nord,St-Louis-du-Nord,2ème Derouvray,Villaceau (NF),Dispensaire,Privé à but lucratif,921211,92111,,,
Nord Ouest,St-Louis-du-Nord,Anse-à-Foleur,1e-Bas-de-Sainte-Anne,Dity,Dispensaire,Public,922102,92202,,19.8455,-72.609
Nord Ouest,St-Louis-du-Nord,Anse-à-Foleur,3ème-Côtes-de-Fer,Côtes-de-Fer (Anse-à-Foleur),Dispensaire,Public,922303,92203,,19.8832,-72.5793
Nord Ouest,St-Louis-du-Nord,Anse-à-Foleur,3ème-Côtes-de-Fer,Anse-à-Foleur,CAL,Public,922301,92201,,19.892,-72.6174
Nord Ouest,St-Louis-du-Nord,Anse-à-Foleur,1e-Bas-de-Sainte-Anne,Dupont,Dispensaire,Public,922104,,,,
Nord Ouest,Môle-Saint-Nicolas,Môle-Saint-Nicolas,1ère-Côtes-de-Fer,Môle Saint Nicolas,CAL,Public,931101,93101,UGP MSPP,19.8,-73.37
Nord Ouest,Môle-Saint-Nicolas,Môle-Saint-Nicolas,1ère-Cotes-de-Fer,Côtes-de-Fer (Môle-Saint-Nicolas),Dispensaire,Public,931104,93104,,19.825,-73.2909
Nord Ouest,Môle-Saint-Nicolas,Môle-Saint-Nicolas,2ème-Mare-Rouge,Mare Rouge 2,CAL,Public,931202,93102,,19.7999,-73.2561
Nord Ouest,Môle-Saint-Nicolas,Môle-Saint-Nicolas,2ème-Mare-Rouge,Sentrain,Dispensaire,Public,931203,93103,,19.8137,-73.2679
Nord Ouest,Môle-Saint-Nicolas,Môle-Saint-Nicolas,2ème-Mare-Rouge,Dame-Marie,Dispensaire,Public,931206,,,,
Nord Ouest,Môle-Saint-Nicolas,Môle-Saint-Nicolas,3ème Damé,Temps Perdu,Dispensaire,Public,931305,93105,,19.783,-73.2445
Nord Ouest,Môle-Saint-Nicolas,Baie-de-Henne,2ème-Dos-d’Ane,Baie de Henne,CSL,Mixte,932201,93201,SSQH,19.66,-73.21
Nord Ouest,Môle-Saint-Nicolas,Baie-de-Henne,3ème-Réserve,La Source,Dispensaire,Public,932302,93202,,19.7271,-73.1591
Nord Ouest,Môle-Saint-Nicolas,Baie-de-Henne,2ème-Dos-d’Ane,Citerne Rémy,Dispensaire,Public,932205,,,,
Nord Ouest,Môle-Saint-Nicolas,Baie-de-Henne,4ème-L’estère-Deree,CS de Bassin Hardy,CSL,Public,932406,,,,
Nord Ouest,Môle-Saint-Nicolas,Baie-de-Henne,3ème-Réserve,Petite Rivière Baie de Henne,Dispensaire,Public,932303,93203,,19.7205,-73.1714
Nord Ouest,Môle-Saint-Nicolas,Baie-de-Henne,2ème-Dos-d Ane,Dupré,Dispensaire,Privé à but non lucratif,932204,,,,
Nord Ouest,Môle-Saint-Nicolas,Bombardopolis,1ère-Plate-forme,HEB,CAL,Public,933101,93301,GHESKIO,19.6928,-73.336
Nord Ouest,Môle-Saint-Nicolas,Bombardopolis,2ème-Des-Forges,Rochefort,Dispensaire,Public,933202,93302,,19.7027,-73.3799
Nord Ouest,Môle-Saint-Nicolas,Bombardopolis,2ème-Des-Forges,Mont des Oliviers,Dispensaire,Public,933203,93303,,19.6948,-73.3682
Nord Ouest,Môle-Saint-Nicolas,Bombardopolis,3e-Plaine-d’Ooranges,Crève,Dispensaire,Public,933306,,,,
Nord Ouest,Môle-Saint-Nicolas,Bombardopolis,1ère-Plate-Forme,Plate Forme,Dispensaire,Privé à but lucratif,933104,93304,,19.875,-72.8344
Nord Ouest,Môle-Saint-Nicolas,Bombardopolis,2ème-Des-Forges,Desforges (NF),Dispensaire,Privé à but lucratif,933205,93305,,19.875,-72.8344
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,1ère-Lacoma,La Coma,Dispensaire,Privé à but lucratif,934104,93404,,19.8802,-73.0762
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,3ème-Vielle-Hatte,Guinaudée,Dispensaire,Public,934305,93405,,19.8306,-73.1334
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,1ère-Lacoma,Gombo,Dispensaire,Public,934107,93407,,19.8009,-73.0779
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,2ème-Guinaudée,K-Philippe,Dispensaire,Mixte,934211,93411,,19.8032,-73.1083
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,3ème-Vielle-Hatte,Boucan Patriot,Dispensaire,Public,934312,93412,,19.7648,-73.0944
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,1ère-Lacoma,Port à l’Ecu,Dispensaire,Public,934113,93413,,19.9056,-73.0411
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,2ème-Guinaudée,Café Paul,Dispensaire,Public,934214,93414,,19.8601,-73.0978
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,4ème-La-Montagne,La Bellée (NF),Dispensaire,Public,934415,93415,,19.7548,-73.1494
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,6ème-Grande-Source,Grann Lison,Dispensaire,Mixte,934616,93417,,19.8311,-73.1871
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,6ème-Grande-Source,Dispensaire Cadémé,Dispensaire,Mixte,934617,,,,
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,5ème-Dessources,Disp. Communautaire (NF),Dispensaire,Public,934518,,,,
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,3ème-Vielle-Hatte,HNDP,HCR,Public,934301,93401,UGP MSPP,19.8559,-73.1901
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,3ème-Vielle-Hatte,Bord de Mer,Dispensaire,Public,934302,93402,,19.9058,-73.1954
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,4ème-La-Montagne,La Réserve,Dispensaire,Mixte,934406,93406,,19.7898,-73.1492
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,1ère-Lacoma,Cabaret,Dispensaire,Public,934110,93410,,19.8755,-73.0133
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,4ème-La-Montagne,La Montagne,Dispensaire,Public,934403,93403,,19.7801,-73.1933
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,1ere   Lacoma,Raymond,Dispensaire,Public,934108,93408,,19.7832,-73.0184
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,1ere   Lacoma,Dubois,Dispensaire,Public,934109,93409,,19.8327,-73.0152
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,1ere   Lacoma,Manacine,Dispensaire,Public,934119,,,,
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,6ème-Grande-Source,Grande Source,Dispensaire,Public,934620,,,,
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,7ème  Diondion,Diondion,Dispensaire,Public,934721,,,,
Nord Ouest,Môle-Saint-Nicolas,Jean-Rabel,4ème-La-Montagne,Cademe,Dispensaire,Public,934422,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,HUEH,HU,Public,111600,11100,UGP MSPP,18.5398,-72.3402
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Aurore du Bel Air,CSL,Public,111602,11103,,18.5335,-72.3168
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital du Canapé Vert,Hôpital,Privé à but lucratif,111603,11104,,18.5296,-72.3686
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé du Portail Léogâne,CSL,Public,111605,11106,UMaryland,18.55,-72.33
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé St Antoine,CSL,Privé à but lucratif,111606,11107,,18.5238,-72.3488
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé Snelak,Dispensaire,Privé à but lucratif,111607,11108,,18.5487,-72.3241
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé de Solino,CSL,Mixte,111608,11109,FOSREF,18.5419,-72.3199
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé Richard Allen,CSL,Privé à but non lucratif,111611,11112,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,CEJPEPH,CSL,Privé à but non lucratif,111666,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de psychiatrie Mars & Kline,HCR,Public,111616,11118,,18.5384,-72.3437
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital St. François de Salle,CSL,Privé à but lucratif,111618,13199,CMMB,18.54,-72.32
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,CSL SODEC,CAL,Privé à but lucratif,111619,11121,,18.5268,-72.3442
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,PROFAMIL 2,CSL,Privé à but non lucratif,111620,11122,,18.5353,-72.3284
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Sanatorium de Port-au-Prince,Hôpital,Public,111621,11123,GHESKIO,18.53,-72.35
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital Saint-Joseph,Hôpital,Privé à but non lucratif,111622,11124,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Pédodontique,CSL,Privé à but lucratif,111623,11125,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé des Prés,CSL,Privé à but lucratif,111626,11128,,18.5245,-72.3398
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Renaissance,CSL,Public,111627,11129,,18.5311,-72.3372
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,APROSIFA,CSL,Privé à but non lucratif,111628,11130,,18.5311,-72.3372
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Sainte Elizabeth,CSL,Privé à but lucratif,111629,11131,,18.5293,-72.3557
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Kay Timoun,CSL,Privé à but non lucratif,111630,11132,,18.5336,-72.3534
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Caravelle,CSL,Mixte,111633,11135,,18.5274,-72.3523
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centres GHESKIO,CSL,Privé à but non lucratif,111634,11136,,18.522,-72.3709
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Béthanie,CSL,Privé à but lucratif,111635,11137,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé Bethesda 1,CSL,Privé à but non lucratif,111638,11141,,18.5308,-72.3374
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital Saint-Esprit,Hôpital,Privé à but lucratif,111641,11145,,18.5448,-72.335
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital Sapiens,CAL,Privé à but non lucratif,111642,11147,,18.525,-72.3187
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Maternité UMO,Hôpital,Privé à but lucratif,111643,11148,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,FOSREF 1,CSL,Privé à but lucratif,111645,11151,FOSREF,18.5068,-72.3614
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Maternité de Christ-roi,Hôpital,Privé à but lucratif,111646,11152,,18.5367,-72.3545
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,CS Cité Canada (Haut Turgeau),CSL,Mixte,111647,11153,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,CEMEAH,CSL,Privé à but lucratif,111650,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Institut FAME PEREO,CSL,Mixte,111655,11127,GHESKIO,18.5489,-72.3395
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Bienfaisance,CSL,Privé à but lucratif,111667,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital St Louis,Hôpital,Privé à but non lucratif,111659,11188,Non associée,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé Communautaire 1,CSL,Mixte,111660,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé Communautaire 2,Dispensaire,Privé à but lucratif,111664,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de Santé Communautaire 3,CSL,Public,111671,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé communautaire 4,CSL,Privé à but lucratif,111677,,,,
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,Centre de santé Delouis,CSL,Mixte,111874,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre de santé Christ-Roi,CSL,Public,111665,11158,FOSREF,18.53,-72.34
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,Centre de santé Jehovah,CSL,Privé à but lucratif,111868,,,,
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,Centre de santé Martissant,CAL,Privé à but lucratif,111832,,,,
Ouest,Port-au-Prince,Port-au-Prince,ND,Centre de Santé SOFA,CSL,Privé à but lucratif,ND11111,11111,,18.5422,-72.3431
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre Médico-Social,CSL,Privé à but non lucratif,111673,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Centre Médico-Social de P-au-P,CSL,Privé à but non lucratif,111663,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Clinique Familiale,Hôpital,Privé à but lucratif,111670,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Clinique Repheka,CSL,Privé à but lucratif,111679,,,,
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,CS Communautaire Cité de l’Eternel,CSL,Privé à but lucratif,111852,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,CS communautaire de Tunnel,CSL,Privé à but non lucratif,111678,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,CS Evangélique de Siloé,CSL,Privé à but lucratif,111662,,,,
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,DASH Martissant 4,Hôpital,Privé à but non lucratif,111869,,,,
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,Centre médico-social/FHSM,CSL,Public,111831,11142,,18.5357,-72.3335
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,Dispensaire Carifont de Fontamara,CSL,Privé à but non lucratif,111804,11105,,18.5358,-72.3467
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,Centre de Santé St Michel,CSL,Privé à but lucratif,111840,11144,GHESKIO,18.53,-72.37
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,CS de St Jude,CSL,Mixte,111851,11138,,18.5239,-72.3695
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Dispensaire Missionnaire,Dispensaire,Privé à but non lucratif,111672,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital Français,Hôpital,Privé à but lucratif,111613,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Hôpital Medimax,Hôpital,Privé à but lucratif,111656,,,,
Ouest,Port-au-Prince,Port-au-Prince,8ème-Martissant,Hôpital Sans Frontière,Hôpital,Privé à but non lucratif,111875,,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Mission de Charité Cœur Immaculé,CAL,Mixte,111661,,,,
Ouest,Port-au-Prince,Port-au-Prince,ND,Centre de Santé ACDEF Mapou,CSL,Privé à but non lucratif,ND11139,11139,,,
Ouest,Port-au-Prince,Port-au-Prince,6ème-Turgeau,Plurimédic,Hôpital,Privé à but lucratif,111676,,,,
Ouest,Port-au-Prince,Port-au-Prince,ND,Centre de santé de Trou Sable,CSL,Privé à but lucratif,ND11110,11110,,18.5297,-72.373
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,CS Bas Fond Philomène Delmas 32,CAL,Privé à but lucratif,112102,11202,,18.5471,-72.3126
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Citymed de Delmas,Hôpital,Privé à but lucratif,112105,11205,,18.5569,-72.3066
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,CS commun.  Chrétienne Fleuriot T.,CSL,Privé à but non lucratif,112107,11207,,18.575,-72.263
Ouest,Port-au-Prince,Delmas,1ère-Saint-Martin,Hôpital Grace Children,Hôpital,Mixte,112108,11208,PATHFINDER,18.5599,-72.302
