Departement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,Antenne Santé,CSL,Mixte,911316,,,,
Nord Ouest,Port-de-Paix,2ème La Pointe^911-02,Dolciné,Dispensaire,Public,911217,,,,
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,FOSREF Lakay (NF),CSL,Privé à but non lucratif,911320,,,,
Nord Ouest,Port-de-Paix,8ème Bas des Moustiques^911-05,CS Médical de Passe Catabois,CAL,Privé à but lucratif,911821,,,,
Nord Ouest,Port-de-Paix,6ème La Corne^911-06,Dispensaire Decide,Dispensaire,Public,911624,,,,
Nord Ouest,Port-de-Paix,6ème La Corne^911-06,Disp. de Desmarreaux,Dispensaire,Public,911622,,,,
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,Immaculée Conception,HD,Public,911300,91100,UGP MSPP,19.9356,-72.8319
Nord Ouest,Port-de-Paix,8ème Bas des Moustiques^911-05,Poste Métier,Dispensaire,Public,911503,,,,
Nord Ouest,Port-de-Paix,8ème Bas des Moustiques^911-05,Baie des Moustiques,Dispensaire,Public,911504,,,,
Nord Ouest,Port-de-Paix,8ème Bas des Moustiques^911-05,Passe Catabois,Dispensaire,Public,911505,91105,,19.8222,-72.9393
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,Soleil,Dispensaire,Privé à but lucratif,911309,91109,,19.9461,-72.8235
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,Fatima la Coupe,Dispensaire,Privé à but lucratif,911311,91111,,19.9288,-72.8235
Nord Ouest,Port-de-Paix,1ère Baudin^911-01,Beraca,Hopital,Privé à but non lucratif,911114,91114,URC,19.9443,-72.7747
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,Dispensaire Monfort,Dispensaire,Privé à but non lucratif,911315,,,,
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,FOSREF Jeune,CSL,Privé à but non lucratif,911319,91109,,19.9461,-72.8235
Nord Ouest,Port-de-Paix,8ème Bas des Moustiques^911-05,Foison,Dispensaire,Privé à but lucratif,911607,91107,,19.7774,-72.9033
Nord Ouest,Port-de-Paix,3ème Aubert^911-03,CS Communale de l’Étoile (NF),CSL,Public,911323,,,,
Nord Ouest,La Tortue,1ère Pointe des Oiseaux^912-01,HNDP (La Tortue),HCR,Mixte,911101,91120,JHPIEGO,19.95,-73.76
Nord Ouest,La Tortue,1ère Pointe des Oiseaux^912-01,Aux Plaines,Dispensaire,Mixte,912107,91202,,20.0058,-72.6644
Nord Ouest,La Tortue,2ème Mare Rouge^912-02,La Vallée,Dispensaire,Public,912201,91203,,20.0335,-72.8681
Nord Ouest,La Tortue,2ème Mare Rouge^912-02,Montry/Méance,Dispensaire,Mixte,912202,91205,,20.0398,-72.8297
Nord Ouest,La Tortue,2ème Mare Rouge^912-02,Mare Rouge 1,Dispensaire,Privé à but non lucratif,912203,91204,,20.0324,-72.7856
Nord Ouest,La Tortue,2ème Mare Rouge^912-02,Marie Curie,CAL,Mixte,912204,,,,
Nord Ouest,La Tortue,2ème Mare Rouge^912-02,CS Harry Bordes,CSL,Privé à but lucratif,912206,,,,
Nord Ouest,Bassin Bleu,1ère La Plate^913-01,Hôp Bon Samaritain (HBBS),Hôpital,Public,913101,91301,,19.7826,-72.7971
Nord Ouest,Bassin Bleu,2ème Carreau Datty^913-02,La Brousse,Dispensaire,Public,913201,,,,
Nord Ouest,Bassin Bleu,3ème Haut des Moustiques^913-03,Haut Moustique,Dispensaire,Public,913303,91303,,19.7429,-72.8757
Nord Ouest,Bassin Bleu,1ère La Plate^913-01,Disp. La Providence de Dugas,Dispensaire,Public,913104,,,,
Nord Ouest,Chansolme,1ère Chansolme^914-01,Chansolme,CAL,Public,914101,91401,,19.875,-72.8344
Nord Ouest,Saint Louis du Nord,2ème Derouvray^921-02,HCAH,CAL,Public,921202,92102,,19.93,-72.73
Nord Ouest,Saint Louis du Nord,1ère Rivière des Nègres,Chamoise,Dispensaire,Mixte,921605,92105,,19.8285,-72.6871
Nord Ouest,Saint Louis du Nord,1ère Rivière des Nègres,Glacis,Dispensaire,Privé à but non lucratif,921606,92106,,19.8495,-72.7132
Nord Ouest,Saint Louis du Nord,4ème Rivière de Barre^921-04,Jean Clair,Dispensaire,Privé à but non lucratif,921408,92108,,19.8475,-72.6882
Nord Ouest,Saint Louis du Nord,4ème Rivière de Barre^921-04,Zabricot,Dispensaire,Public,921412,92112,,19.9119,-72.6976
Nord Ouest,Saint Louis du Nord,2ème Derouvray^921-02,Centre de santé Medi Care (NF),CAL,Privé à but lucratif,921214,,,,
Nord Ouest,Saint Louis du Nord,5ème Bonneau^921-05,Bonneau,CAL,Mixte,921501,92101,,19.906,-72.6553
Nord Ouest,Saint Louis du Nord,2ème Derouvray^921-02,NWCM,CAL,Privé à but lucratif,921203,92103,,19.9315,-72.7205
Nord Ouest,Saint Louis du Nord,3ème des Granges^921-03,Desgranges,Dispensaire,Public,921304,92104,,19.9248,-72.7078
Nord Ouest,Saint Louis du Nord,3ème des Granges^921-03,La Perrière,Dispensaire,Mixte,921307,92107,,19.8722,-72.7367
Nord Ouest,Saint Louis du Nord,4ème Rivière de Barre^921-04,Gaspard,Dispensaire,Privé à but non lucratif,921409,92109,,19.8708,-72.6834
Nord Ouest,Saint Louis du Nord,5ème Bonneau^921-05,Chaineau (NF),Dispensaire,Privé à but non lucratif,921510,92110,,19.8848,-72.6736
Nord Ouest,Saint Louis du Nord,1ère Rivière des Nègres^921-01,Guichard (St-Louis-du-Nord),Dispensaire,Privé à but non lucratif,921113,92113,,19.9186,-72.7477
Nord Ouest,Saint Louis du Nord,2ème Derouvray^921-02,Villaceau (NF),Dispensaire,Privé à but lucratif,921211,92111,,,
Nord Ouest,Anse à Foleur,1ère Bas de Sainte Anne^922-01,Dity,Dispensaire,Public,922102,92202,,19.8455,-72.609
Nord Ouest,Anse à Foleur,3ème Cote de Fer^922-03,Côtes-de-Fer (Anse-à-Foleur),Dispensaire,Public,922303,92203,,19.8832,-72.5793
Nord Ouest,Anse à Foleur,3ème Cote de Fer^922-03,Anse-à-Foleur,CAL,Public,922301,92201,,19.892,-72.6174
Nord Ouest,Anse à Foleur,1ère Bas de Sainte Anne^922-01,Dupont,Dispensaire,Public,922104,,,,
Nord Ouest,Môle Saint Nicolas,1ère Cote de Fer^931-01,Môle Saint Nicolas,CAL,Public,931101,93101,UGP MSPP,19.8,-73.37
Nord Ouest,Môle Saint Nicolas,1ère Cote de Fer^931-01,Côtes-de-Fer (Môle-Saint-Nicolas),Dispensaire,Public,931104,93104,,19.825,-73.2909
Nord Ouest,Môle Saint Nicolas,2ème Mare Rouge^931-02,Mare Rouge 2,CAL,Public,931202,93102,,19.7999,-73.2561
Nord Ouest,Môle Saint Nicolas,2ème Mare Rouge^931-02,Sentrain,Dispensaire,Public,931203,93103,,19.8137,-73.2679
Nord Ouest,Môle Saint Nicolas,2ème Mare Rouge^931-02,Dame-Marie,Dispensaire,Public,931206,,,,
Nord Ouest,Môle Saint Nicolas,3ème Damé^931-03,Temps Perdu,Dispensaire,Public,931305,93105,,19.783,-73.2445
Nord Ouest,Baie de Henne,2ème Dos d'Ane^932-02,Baie de Henne,CSL,Mixte,932201,93201,SSQH,19.66,-73.21
Nord Ouest,Baie de Henne,3ème Réserve^932-03,La Source,Dispensaire,Public,932302,93202,,19.7271,-73.1591
Nord Ouest,Baie de Henne,2ème Dos d'Ane^932-02,Citerne Rémy,Dispensaire,Public,932205,,,,
Nord Ouest,Baie de Henne,4ème Estère Dérée^932-04,CS de Bassin Hardy,CSL,Public,932406,,,,
Nord Ouest,Baie de Henne,3ème Réserve^932-03,Petite Rivière Baie de Henne,Dispensaire,Public,932303,93203,,19.7205,-73.1714
Nord Ouest,Baie de Henne,2ème Dos d'Ane^932-02,Dupré,Dispensaire,Privé à but non lucratif,932204,,,,
Nord Ouest,Bombardopolis,1ère Plate Forme^933-01,HEB,CAL,Public,933101,93301,GHESKIO,19.6928,-73.336
Nord Ouest,Bombardopolis,2ème des Forges^933-02,Rochefort,Dispensaire,Public,933202,93302,,19.7027,-73.3799
Nord Ouest,Bombardopolis,2ème des Forges^933-02,Mont des Oliviers,Dispensaire,Public,933203,93303,,19.6948,-73.3682
Nord Ouest,Bombardopolis,3ème Plaine d'Oranges^933-03,Crève,Dispensaire,Public,933306,,,,
Nord Ouest,Bombardopolis,1ère Plate Forme^933-01,Plate Forme,Dispensaire,Privé à but lucratif,933104,93304,,19.875,-72.8344
Nord Ouest,Bombardopolis,2ème des Forges^933-02,Desforges (NF),Dispensaire,Privé à but lucratif,933205,93305,,19.875,-72.8344
Nord Ouest,Jean Rabel,1ère Lacoma^934-01,La Coma,Dispensaire,Privé à but lucratif,934104,93404,,19.8802,-73.0762
Nord Ouest,Jean Rabel,3ème Vielle Hatte^934-03,Guinaudée,Dispensaire,Public,934305,93405,,19.8306,-73.1334
Nord Ouest,Jean Rabel,1ère Lacoma^934-01,Gombo,Dispensaire,Public,934107,93407,,19.8009,-73.0779
Nord Ouest,Jean Rabel,2ème Guinaudée^934-02,K-Philippe,Dispensaire,Mixte,934211,93411,,19.8032,-73.1083
Nord Ouest,Jean Rabel,3ème Vielle Hatte^934-03,Boucan Patriot,Dispensaire,Public,934312,93412,,19.7648,-73.0944
Nord Ouest,Jean Rabel,1ère Lacoma^934-01,Port à l’Ecu,Dispensaire,Public,934113,93413,,19.9056,-73.0411
Nord Ouest,Jean Rabel,2ème Guinaudée^934-02,Café Paul,Dispensaire,Public,934214,93414,,19.8601,-73.0978
Nord Ouest,Jean Rabel,4ème La Montagne^934-04,La Bellée (NF),Dispensaire,Public,934415,93415,,19.7548,-73.1494
Nord Ouest,Jean Rabel,6ème Grande Source^934-06,Grann Lison,Dispensaire,Mixte,934616,93417,,19.8311,-73.1871
Nord Ouest,Jean Rabel,6ème Grande Source^934-06,Dispensaire Cadémé,Dispensaire,Mixte,934617,,,,
Nord Ouest,Jean Rabel,5ème Dessources^934-05,Disp. Communautaire (NF),Dispensaire,Public,934518,,,,
Nord Ouest,Jean Rabel,3ème Vielle Hatte^934-03,HNDP,HCR,Public,934301,93401,UGP MSPP,19.8559,-73.1901
Nord Ouest,Jean Rabel,3ème Vielle Hatte^934-03,Bord de Mer,Dispensaire,Public,934302,93402,,19.9058,-73.1954
Nord Ouest,Jean Rabel,4ème La Montagne^934-04,La Réserve,Dispensaire,Mixte,934406,93406,,19.7898,-73.1492
Nord Ouest,Jean Rabel,1ère Lacoma^934-01,Cabaret,Dispensaire,Public,934110,93410,,19.8755,-73.0133
Nord Ouest,Jean Rabel,4ème La Montagne^934-04,La Montagne,Dispensaire,Public,934403,93403,,19.7801,-73.1933
Nord Ouest,Jean Rabel,1ère Lacoma^934-01,Raymond,Dispensaire,Public,934108,93408,,19.7832,-73.0184
Nord Ouest,Jean Rabel,1ère Lacoma^934-01,Dubois,Dispensaire,Public,934109,93409,,19.8327,-73.0152
Nord Ouest,Jean Rabel,1ère Lacoma^934-01,Manacine,Dispensaire,Public,934119,,,,
Nord Ouest,Jean Rabel,6ème Grande Source^934-06,Grande Source,Dispensaire,Public,934620,,,,
Nord Ouest,Jean Rabel,7ème Diondion^934-07,Diondion,Dispensaire,Public,934721,,,,
Nord Ouest,Jean Rabel,4ème La Montagne^934-04,Cademe,Dispensaire,Public,934422,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,HUEH,HU,Public,111600,11100,UGP MSPP,18.5398,-72.3402
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Aurore du Bel Air,CSL,Public,111602,11103,,18.5335,-72.3168
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital du Canapé Vert,Hôpital,Privé à but lucratif,111603,11104,,18.5296,-72.3686
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé du Portail Léogâne,CSL,Public,111605,11106,UMaryland,18.55,-72.33
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé St Antoine,CSL,Privé à but lucratif,111606,11107,,18.5238,-72.3488
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé Snelak,Dispensaire,Privé à but lucratif,111607,11108,,18.5487,-72.3241
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé de Solino,CSL,Mixte,111608,11109,FOSREF,18.5419,-72.3199
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé Richard Allen,CSL,Privé à but non lucratif,111611,11112,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,CEJPEPH,CSL,Privé à but non lucratif,111666,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de psychiatrie Mars & Kline,HCR,Public,111616,11118,,18.5384,-72.3437
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital St. François de Salle,CSL,Privé à but lucratif,111618,13199,CMMB,18.54,-72.32
Ouest,Port-au-Prince,6ème Turgeau^111-01,CSL SODEC,CAL,Privé à but lucratif,111619,11121,,18.5268,-72.3442
Ouest,Port-au-Prince,6ème Turgeau^111-01,PROFAMIL 2,CSL,Privé à but non lucratif,111620,11122,,18.5353,-72.3284
Ouest,Port-au-Prince,6ème Turgeau^111-01,Sanatorium de Port-au-Prince,Hôpital,Public,111621,11123,GHESKIO,18.53,-72.35
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital Saint-Joseph,Hôpital,Privé à but non lucratif,111622,11124,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Pédodontique,CSL,Privé à but lucratif,111623,11125,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé des Prés,CSL,Privé à but lucratif,111626,11128,,18.5245,-72.3398
Ouest,Port-au-Prince,6ème Turgeau^111-01,Renaissance,CSL,Public,111627,11129,,18.5311,-72.3372
Ouest,Port-au-Prince,6ème Turgeau^111-01,APROSIFA,CSL,Privé à but non lucratif,111628,11130,,18.5311,-72.3372
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Sainte Elizabeth,CSL,Privé à but lucratif,111629,11131,,18.5293,-72.3557
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Kay Timoun,CSL,Privé à but non lucratif,111630,11132,,18.5336,-72.3534
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Caravelle,CSL,Mixte,111633,11135,,18.5274,-72.3523
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centres GHESKIO,CSL,Privé à but non lucratif,111634,11136,,18.522,-72.3709
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Béthanie,CSL,Privé à but lucratif,111635,11137,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé Bethesda 1,CSL,Privé à but non lucratif,111638,11141,,18.5308,-72.3374
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital Saint-Esprit,Hôpital,Privé à but lucratif,111641,11145,,18.5448,-72.335
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital Sapiens,CAL,Privé à but non lucratif,111642,11147,,18.525,-72.3187
Ouest,Port-au-Prince,6ème Turgeau^111-01,Maternité UMO,Hôpital,Privé à but lucratif,111643,11148,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,FOSREF 1,CSL,Privé à but lucratif,111645,11151,FOSREF,18.5068,-72.3614
Ouest,Port-au-Prince,6ème Turgeau^111-01,Maternité de Christ-roi,Hôpital,Privé à but lucratif,111646,11152,,18.5367,-72.3545
Ouest,Port-au-Prince,6ème Turgeau^111-01,CS Cité Canada (Haut Turgeau),CSL,Mixte,111647,11153,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,CEMEAH,CSL,Privé à but lucratif,111650,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Institut FAME PEREO,CSL,Mixte,111655,11127,GHESKIO,18.5489,-72.3395
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Bienfaisance,CSL,Privé à but lucratif,111667,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital St Louis,Hôpital,Privé à but non lucratif,111659,11188,Non associée,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé Communautaire 1,CSL,Mixte,111660,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé Communautaire 2,Dispensaire,Privé à but lucratif,111664,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé Communautaire 3,CSL,Public,111671,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé communautaire 4,CSL,Privé à but lucratif,111677,,,,
Ouest,Port-au-Prince,8ème Martissant^111-03,Centre de santé Delouis,CSL,Mixte,111874,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé Christ-Roi,CSL,Public,111665,11158,FOSREF,18.53,-72.34
Ouest,Port-au-Prince,8ème Martissant^111-03,Centre de santé Jehovah,CSL,Privé à but lucratif,111868,,,,
Ouest,Port-au-Prince,8ème Martissant^111-03,Centre de santé Martissant,CAL,Privé à but lucratif,111832,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé SOFA,CSL,Privé à but lucratif,ND11111,11111,,18.5422,-72.3431
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre Médico-Social,CSL,Privé à but non lucratif,111673,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre Médico-Social de P-au-P,CSL,Privé à but non lucratif,111663,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Clinique Familiale,Hôpital,Privé à but lucratif,111670,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Clinique Repheka,CSL,Privé à but lucratif,111679,,,,
Ouest,Port-au-Prince,8ème Martissant^111-03,CS Communautaire Cité de l’Eternel,CSL,Privé à but lucratif,111852,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,CS communautaire de Tunnel,CSL,Privé à but non lucratif,111678,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,CS Evangélique de Siloé,CSL,Privé à but lucratif,111662,,,,
Ouest,Port-au-Prince,8ème Martissant^111-03,DASH Martissant 4,Hôpital,Privé à but non lucratif,111869,,,,
Ouest,Port-au-Prince,8ème Martissant^111-03,Centre médico-social/FHSM,CSL,Public,111831,11142,,18.5357,-72.3335
Ouest,Port-au-Prince,8ème Martissant^111-03,Dispensaire Carifont de Fontamara,CSL,Privé à but non lucratif,111804,11105,,18.5358,-72.3467
Ouest,Port-au-Prince,8ème Martissant^111-03,Centre de Santé St Michel,CSL,Privé à but lucratif,111840,11144,GHESKIO,18.53,-72.37
Ouest,Port-au-Prince,8ème Martissant^111-03,CS de St Jude,CSL,Mixte,111851,11138,,18.5239,-72.3695
Ouest,Port-au-Prince,6ème Turgeau^111-01,Dispensaire Missionnaire,Dispensaire,Privé à but non lucratif,111672,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital Français,Hôpital,Privé à but lucratif,111613,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Hôpital Medimax,Hôpital,Privé à but lucratif,111656,,,,
Ouest,Port-au-Prince,8ème Martissant^111-03,Hôpital Sans Frontière,Hôpital,Privé à but non lucratif,111875,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Mission de Charité Cœur Immaculé,CAL,Mixte,111661,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de Santé ACDEF Mapou,CSL,Privé à but non lucratif,ND11139,11139,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Plurimédic,Hôpital,Privé à but lucratif,111676,,,,
Ouest,Port-au-Prince,6ème Turgeau^111-01,Centre de santé de Trou Sable,CSL,Privé à but lucratif,ND11110,11110,,18.5297,-72.373
Ouest,Delmas,1ère Saint Martin^112-01,CS Bas Fond Philomène Delmas 32,CAL,Privé à but lucratif,112102,11202,,18.5471,-72.3126
Ouest,Delmas,1ère Saint Martin^112-01,Citymed de Delmas,Hôpital,Privé à but lucratif,112105,11205,,18.5569,-72.3066
Ouest,Delmas,1ère Saint Martin^112-01,CS commun. Chrétienne Fleuriot T.,CSL,Privé à but non lucratif,112107,11207,,18.575,-72.263
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital Grace Children,Hôpital,Mixte,112108,11208,PATHFINDER,18.5599,-72.302
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital Isaïe Jeanty,HU,Public,112117,11217,UGP MSPP,18.5643,-72.3354
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital de l’OFATMA,Hôpital,Public,112123,11223,,18.57,-72.33
Ouest,Delmas,1ère Saint Martin^112-01,CS de Petite Place Cazeau,CSL,Public,112124,11224,CDS,18.56,-72.28
Ouest,Delmas,1ère Saint Martin^112-01,Centre de santé St Paul,CSL,Privé à but non lucratif,112127,11227,,18.5438,-72.3058
Ouest,Delmas,1ère Saint Martin^112-01,Bernard Mews,Hôpital,Privé à but lucratif,112128,11228,GHESKIO,18.562,-72.319
Ouest,Delmas,1ère Saint Martin^112-01,CS Fontaine,CAL,Privé à but non lucratif,112131,11231,,18.5964,-72.3275
Ouest,Delmas,1ère Saint Martin^112-01,Centre de santé St Martin 1,CSL,Public,112125,11225,,18.5579,-72.3233
Ouest,Delmas,1ère Saint Martin^112-01,Clinique Commun. Barthelmy,CSL,Privé à but lucratif,112138,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Maison la Santé Delmas,CSL,Privé à but non lucratif,112150,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre Médico-Social de la Saline,CSL,Mixte,112104,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Clinique Santé pour Tous 1,CSL,Privé à but lucratif,112151,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Peace’s Hospital,CSL,Privé à but non lucratif,112144,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Clinique St Jude,CSL,Privé à but lucratif,112152,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Rapha clinique médicale,CSL,Privé à but non lucratif,112153,,,,
Ouest,Delmas,1ère Saint Martin^112-01,MSF Hollande,Hôpital,Privé à but non lucratif,112154,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital de Delmas 33,HU,Public,112106,11206,,18.5564,-72.2984
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital Espoir,Hôpital,Privé à but lucratif,112109,11209,,18.5415,-72.2785
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital Jude Anne (DASH),Hôpital,Privé à but non lucratif,112112,11212,,18.5566,-72.3253
Ouest,Delmas,1ère Saint Martin^112-01,CPFO,CSL,Privé à but non lucratif,112114,,,,
Ouest,Delmas,1ère Saint Martin^112-01,FONDEFH,CAL,Privé à but non lucratif,112116,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Haiti Med (Siclair),CSL,Privé à but non lucratif,112118,11218,,18.564,-72.308
Ouest,Delmas,1ère Saint Martin^112-01,Centre de Sante Dieu qui donne,CAL,Privé à but lucratif,112139,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital Medicare,Hôpital,Privé à but non lucratif,112143,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Food for the Poor,CSL,Privé à but non lucratif,112146,,,,
Ouest,Delmas,1ère Saint Martin^112-01,FOSREF 2,CSL,Privé à but non lucratif,112147,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital DASH Delmas 48,Hôpital,Privé à but non lucratif,112111,,,,
Ouest,Delmas,1ère Saint Martin^112-01,FOSREF Christ Roi,CSL,Privé à but lucratif,112155,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital Missionnaires de la Charité,CAL,Privé à but lucratif,112156,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre de santé Armée du Salut,CSL,Privé à but lucratif,112101,11201,,18.556,-72.3365
Ouest,Delmas,1ère Saint Martin^112-01,Centre de Santé de l’Harmonie,CSL,Privé à but lucratif,112157,,,,
Ouest,Delmas,1ère Saint Martin^112-01,CS Delmas 30,CSL,Privé à but lucratif,112103,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre de santé Solidarité,CSL,Privé à but lucratif,112110,11210,,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre de Santé Saint-Jean,CSL,Public,112122,11222,,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre de Santé Saint-Martin II,CSL,Public,112126,11226,,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre Médico Social de Delmas,CSL,Privé à but lucratif,112145,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital St François de Cazeau,HCR,Privé à but lucratif,112149,,,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre de santé Croix des Missions (Delmas),CSL,Public,112158,11219,UGP MSPP,,
Ouest,Delmas,1ère Saint Martin^112-01,Centre de santé Maïs Gâté,CSL,Privé à but lucratif,112159,11220,,,
Ouest,Carrefour,9ème Bizoton^113-09,Centre de Santé Hands of Love,CSL,Privé à but non lucratif,113919,11319,,18.5317,-72.3753
Ouest,Carrefour,10ème Thor^113-10,CS FONDEFH Bizoton 61,CAL,Privé à but lucratif,1131001,11301,,18.5327,-72.3851
Ouest,Carrefour,10ème Thor^113-10,Hôpital de Carrefour,HCR,Public,1131003,11303,UGP MSPP,18.5378,-72.4075
Ouest,Carrefour,10ème Thor^113-10,Centre Médico-Social Rivière Froide,CSL,Mixte,1131004,11304,,18.5183,-72.4127
Ouest,Carrefour,10ème Thor^113-10,CS Béthel Mahotière 81,CSL,Privé à but non lucratif,1131005,11305,,18.5364,-72.4051
Ouest,Carrefour,10ème Thor^113-10,Hôpital Adventiste d’Haïti (HAH),HU,Privé à but lucratif,1131006,11306,Non associée,18.5315,-72.3867
Ouest,Carrefour,10ème Thor^113-10,CSL La Barque de Pierre (NF),CSL,Privé à but lucratif,1131007,11307,,,
Ouest,Carrefour,10ème Thor^113-10,CS Multi fonctionnel Sous-Rail,CSL,Mixte,1131014,11314,,18.5479,-72.4001
Ouest,Carrefour,10ème Thor^113-10,Dispensaire ASCOSADEC,CSL,Mixte,1131015,11315,,18.5251,-72.4059
Ouest,Carrefour,10ème Thor^113-10,CS OMES,CSL,Mixte,1131017,11317,,18.5324,-72.3887
Ouest,Carrefour,10ème Thor^113-10,CS Mère Térésa,CAL,Privé à but lucratif,1131018,11318,,18.5379,-72.4032
Ouest,Carrefour,10ème Thor^113-10,CS communauté Frères Unis (NF),CAL,Mixte,1131020,11320,,18.5419,-72.4062
Ouest,Carrefour,10ème Thor^113-10,Clinique Mennomite,CSL,Privé à but lucratif,1131027,11327,ICC,18.5418,-72.3983
Ouest,Carrefour,10ème Thor^113-10,Centre de santé Berekia,CSL,Privé à but lucratif,1131030,,,,
Ouest,Carrefour,10ème Thor^113-10,ASAD,CAL,Privé à but lucratif,1131031,,,,
Ouest,Carrefour,10ème Thor^113-10,Centre de Santé Tikajou,CSL,Public,1131037,,,,
Ouest,Carrefour,10ème Thor^113-10,Centre Hospitalier de Carrefour,Hôpital,Privé à but lucratif,1131040,,,,
Ouest,Carrefour,10ème Thor^113-10,Centre de santé Shekinah,CSL,Public,1131041,,,,
Ouest,Carrefour,10ème Thor^113-10,Centre de Santé Médical de Thor,CSL,Privé à but lucratif,1131043,,,,
Ouest,Carrefour,10ème Thor^113-10,Centre de santé Bethesda,CSL,Privé à but non lucratif,1131045,,,,
Ouest,Carrefour,10ème Thor^113-10,Centre de santé de Chauffard,Dispensaire,Privé à but non lucratif,1131046,,,,
Ouest,Carrefour,11ème Rivière Froide^113-11,Disp. la Main Tendue de Bertin,CSL,Mixte,1131108,,,,
Ouest,Carrefour,11ème Rivière Froide^113-11,CS Béthel (Christophe Channel),CSL,Privé à but non lucratif,1131113,,,,
